host,ip,collector_hostname,timestamp,feature,value
localhost,127.0.0.1:161,local-producer,2025-08-31T21:53:54.618869,ipOutRequests,822844
localhost,127.0.0.1:161,local-producer,2025-08-31T21:53:54.618869,ipOutDiscards,35
localhost,127.0.0.1:161,local-producer,2025-08-31T21:53:54.618869,ipInDiscards,2490
localhost,127.0.0.1:161,local-producer,2025-08-31T21:53:54.618869,ipForwDatagrams,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:53:54.618869,ipOutNoRoutes,9
localhost,127.0.0.1:161,local-producer,2025-08-31T21:53:54.618869,ipInAddrErrors,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:53:54.618869,icmpInMsgs,86
localhost,127.0.0.1:161,local-producer,2025-08-31T21:53:54.618869,icmpInDestUnreachs,82
localhost,127.0.0.1:161,local-producer,2025-08-31T21:53:54.618869,icmpOutMsgs,769
localhost,127.0.0.1:161,local-producer,2025-08-31T21:53:54.618869,icmpOutDestUnreachs,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:53:54.618869,icmpInEchos,2
localhost,127.0.0.1:161,local-producer,2025-08-31T21:53:54.618869,icmpOutEchoReps,2
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ifInOctets1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ifOutOctets1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ifOutDiscards1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ifInUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ifInNUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ifInDiscards1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ifOutUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ifOutNUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,tcpOutRsts,2485
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,tcpInSegs,625585
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,tcpOutSegs,713758
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,tcpPassiveOpens,344
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,tcpRetransSegs,1375
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,tcpCurrEstab,48
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,tcpEstabResets,1084
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,tcpActiveOpens,6499
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,udpInDatagrams,700955
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,udpOutDatagrams,148639
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,udpInErrors,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,udpNoPorts,2314
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ipInReceives,1275632
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ipInDelivers,1271844
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ipOutRequests,822874
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ipOutDiscards,35
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ipInDiscards,2490
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ipForwDatagrams,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ipOutNoRoutes,9
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,ipInAddrErrors,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,icmpInMsgs,86
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,icmpInDestUnreachs,82
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,icmpOutMsgs,769
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,icmpOutDestUnreachs,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,icmpInEchos,2
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:04.981897,icmpOutEchoReps,2
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ifInOctets1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ifOutOctets1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ifOutDiscards1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ifInUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ifInNUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ifInDiscards1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ifOutUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ifOutNUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,tcpOutRsts,2485
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,tcpInSegs,625698
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,tcpOutSegs,713872
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,tcpPassiveOpens,344
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,tcpRetransSegs,1375
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,tcpCurrEstab,45
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,tcpEstabResets,1084
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,tcpActiveOpens,6499
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,udpInDatagrams,700960
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,udpOutDatagrams,148641
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,udpInErrors,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,udpNoPorts,2314
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ipInReceives,1275658
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ipInDelivers,1271870
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ipOutRequests,822901
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ipOutDiscards,35
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ipInDiscards,2491
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ipForwDatagrams,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ipOutNoRoutes,9
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,ipInAddrErrors,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,icmpInMsgs,86
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,icmpInDestUnreachs,82
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,icmpOutMsgs,769
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,icmpOutDestUnreachs,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,icmpInEchos,2
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:15.268185,icmpOutEchoReps,2
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ifInOctets1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ifOutOctets1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ifOutDiscards1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ifInUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ifInNUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ifInDiscards1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ifOutUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ifOutNUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,tcpOutRsts,2485
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,tcpInSegs,627318
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,tcpOutSegs,716940
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,tcpPassiveOpens,344
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,tcpRetransSegs,1375
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,tcpCurrEstab,44
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,tcpEstabResets,1085
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,tcpActiveOpens,6502
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,udpInDatagrams,700974
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,udpOutDatagrams,148655
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,udpInErrors,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,udpNoPorts,2315
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ipInReceives,1277200
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ipInDelivers,1273409
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ipOutRequests,825893
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ipOutDiscards,35
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ipInDiscards,2492
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ipForwDatagrams,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ipOutNoRoutes,9
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,ipInAddrErrors,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,icmpInMsgs,86
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,icmpInDestUnreachs,82
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,icmpOutMsgs,770
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,icmpOutDestUnreachs,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,icmpInEchos,2
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:25.527672,icmpOutEchoReps,2
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ifInOctets1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ifOutOctets1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ifOutDiscards1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ifInUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ifInNUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ifInDiscards1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ifOutUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ifOutNUcastPkts1,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,tcpOutRsts,2485
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,tcpInSegs,627488
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,tcpOutSegs,717121
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,tcpPassiveOpens,344
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,tcpRetransSegs,1375
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,tcpCurrEstab,42
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,tcpEstabResets,1085
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,tcpActiveOpens,6502
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,udpInDatagrams,700978
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,udpOutDatagrams,148657
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,udpInErrors,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,udpNoPorts,2315
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ipInReceives,1277279
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ipInDelivers,1273488
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ipOutRequests,825985
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ipOutDiscards,35
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ipInDiscards,2492
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ipForwDatagrams,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ipOutNoRoutes,9
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,ipInAddrErrors,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,icmpInMsgs,86
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,icmpInDestUnreachs,82
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,icmpOutMsgs,770
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,icmpOutDestUnreachs,0
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,icmpInEchos,2
localhost,127.0.0.1:161,local-producer,2025-08-31T21:54:35.787527,icmpOutEchoReps,2
